common_name,taxonomic_index,alphabetic_index,scientific_name,alpha_code,order,family,bioacoustic_category,description,high_or_low,bandpass_low_freq,bandpass_high_freq,typical_duration_ms,median_duration,approx_duration,oldbird_spectrogram,oldbird_nocturnal_spectrogram,oldbird_link,display_images,full_images,audio
White-breasted Nuthatch,861,681,Sitta carolinensis,WBNU,Passeriformes,Sittidae,,,,,,,,,Y,N,http://oldbird.org/pubs/fcmb/species/nuthatch/wbnu/wbnu.htm,,,
Pygmy Nuthatch,862,512,Sitta pygmaea,PYNU,Passeriformes,Sittidae,,,,,,,,,,,,,,
Brown-headed Nuthatch,863,139,Sitta pusilla,BHNU,Passeriformes,Sittidae,,,,,,,,,,,,,,
Brown Creeper,865,132,Certhia americana,BRCR,Passeriformes,Certhiidae,,,High,5000.0,11024.0,,0.036000000000000004,0.05,Y,N,http://oldbird.org/pubs/fcmb/species/nuthatch/brcr/brcr.htm,"['media/BRCR/spectrograms/CAWRR-20151106_173800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_40940.239_40940.274_display.jpg', 'media/BRCR/spectrograms/A2WA_20150509_210800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_4404.959_4404.996_display.jpg']","['media/BRCR/spectrograms/CAWRR-20151106_173800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_40940.239_40940.274.jpg', 'media/BRCR/spectrograms/A2WA_20150509_210800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_4404.959_4404.996.jpg']","['media/BRCR/audio/CAWRR-20151106_173800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_40940.239_40940.274.wav', 'media/BRCR/audio/A2WA_20150509_210800_PASSERIFORMES_CERTHIIDAE_CERTHIA_AMERICANA_BRCR_4404.959_4404.996.wav']"
Blue-gray Gnatcatcher,867,107,Polioptila caerulea,BGGN,Passeriformes,Polioptilidae,,,,,,,,,Y,N,http://oldbird.org/pubs/fcmb/species/kinglets/bggn/bggn.htm,,,
Black-tailed Gnatcatcher,868,96,Polioptila melanura,BTGN,Passeriformes,Polioptilidae,,,,,,,,,,,,,,
California Gnatcatcher,869,151,Polioptila californica,CAGN,Passeriformes,Polioptilidae,,,,,,,,,,,,,,
Rock Wren,872,557,Salpinctes obsoletus,ROWR,Passeriformes,Troglodytidae,,,,,,,,,,,,,,
Canyon Wren,873,163,Catherpes mexicanus,CANW,Passeriformes,Troglodytidae,,,,,,,,,,,,,,
House Wren,874,348,Troglodytes aedon,HOWR,Passeriformes,Troglodytidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/wrens/howr/howr.htm,,,
Pacific Wren,875,478,Troglodytes pacificus,PAWR,Passeriformes,Troglodytidae,,,,,,,,,,,,,,
Winter Wren,876,711,Troglodytes hiemalis,WIWR,Passeriformes,Troglodytidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/wrens/wiwr/wiwr.htm,,,
Sedge Wren,877,592,Cistothorus stellaris,SEWR,Passeriformes,Troglodytidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/wrens/sewr/sewr.htm,,,
Marsh Wren,878,417,Cistothorus palustris,MAWR,Passeriformes,Troglodytidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/wrens/mawr/mawr.htm,,,
Carolina Wren,879,166,Thryothorus ludovicianus,CARW,Passeriformes,Troglodytidae,,,,,,,,,,,,,,
Bewick's Wren,880,62,Thryomanes bewickii,BEWR,Passeriformes,Troglodytidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/wrens/bewr/bewr.htm,,,
Cactus Wren,881,149,Campylorhynchus brunneicapillus,CACW,Passeriformes,Troglodytidae,,,,,,,,,,,,,,
Gray Catbird,885,279,Dumetella carolinensis,GRCA,Passeriformes,Mimidae,,,"Low, Middle, High",1000.0,10000.0,,0.1,0.1,Y,Y,http://oldbird.org/pubs/fcmb/species/mimids/grca/grca.htm,"['media/GRCA/spectrograms/BERI1-20181101_184500_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_29284.72_29284.792999999998_display.jpg', 'media/GRCA/spectrograms/AMST3_20160915_195000_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_5833.706999999999_5833.835_display.jpg']","['media/GRCA/spectrograms/BERI1-20181101_184500_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_29284.72_29284.792999999998.jpg', 'media/GRCA/spectrograms/AMST3_20160915_195000_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_5833.706999999999_5833.835.jpg']","['media/GRCA/audio/BERI1-20181101_184500_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_29284.72_29284.792999999998.wav', 'media/GRCA/audio/AMST3_20160915_195000_PASSERIFORMES_MIMIDAE_DUMETELLA_CAROLINENSIS_GRCA_5833.706999999999_5833.835.wav']"
Curve-billed Thrasher,886,222,Toxostoma curvirostre,CBTH,Passeriformes,Mimidae,,,,,,,,,,,,,,
Brown Thrasher,887,135,Toxostoma rufum,BRTH,Passeriformes,Mimidae,,,"Low, Middle, High",1000.0,10000.0,,0.026000000000000002,0.05,Y,Y,http://oldbird.org/pubs/fcmb/species/mimids/brth/brth.htm,['media/BRTH/spectrograms/CAWRR-20150921_195200_PASSERIFORMES_MIMIDAE_TOXOSTOMA_RUFUM_BRTH_38972.291_38972.317_display.jpg'],['media/BRTH/spectrograms/CAWRR-20150921_195200_PASSERIFORMES_MIMIDAE_TOXOSTOMA_RUFUM_BRTH_38972.291_38972.317.jpg'],['media/BRTH/audio/CAWRR-20150921_195200_PASSERIFORMES_MIMIDAE_TOXOSTOMA_RUFUM_BRTH_38972.291_38972.317.wav']
Long-billed Thrasher,888,401,Toxostoma longirostre,LBTH,Passeriformes,Mimidae,,,,,,,,,,,,,,
Bendire's Thrasher,889,61,Toxostoma bendirei,BETH,Passeriformes,Mimidae,,,,,,,,,,,,,,
California Thrasher,890,155,Toxostoma redivivum,CATH,Passeriformes,Mimidae,,,,,,,,,,,,,,
LeConte's Thrasher,891,379,Toxostoma lecontei,LCTH,Passeriformes,Mimidae,,,,,,,,,,,,,,
Crissal Thrasher,892,221,Toxostoma crissale,CRTH,Passeriformes,Mimidae,,,,,,,,,,,,,,
Sage Thrasher,893,577,Oreoscoptes montanus,SATH,Passeriformes,Mimidae,,,,,,,,,,,,,,
Northern Mockingbird,895,454,Mimus polyglottos,NOMO,Passeriformes,Mimidae,,,Low,0.1,5000.0,,0.046,0.05,Y,N,http://oldbird.org/pubs/fcmb/species/mimids/nomo/nomo.htm,"['media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34136.212999999996_34136.259_display.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34139.754_34139.8_display.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34129.617999999995_34129.653_display.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34133.612_34133.682_display.jpg']","['media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34136.212999999996_34136.259.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34139.754_34139.8.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34129.617999999995_34129.653.jpg', 'media/NOMO/spectrograms/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34133.612_34133.682.jpg']","['media/NOMO/audio/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34136.212999999996_34136.259.wav', 'media/NOMO/audio/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34139.754_34139.8.wav', 'media/NOMO/audio/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34129.617999999995_34129.653.wav', 'media/NOMO/audio/BERI1-20181005_192946_PASSERIFORMES_MIMIDAE_MIMUS_POLYGLOTTOS_NOMO_34133.612_34133.682.wav']"
European Starling,897,252,Sturnus vulgaris,EUST,Passeriformes,Sturnidae,,,,,,,,,Y,Y,http://oldbird.org/pubs/fcmb/species/starlings/eust/eust.htm,,,
Common Myna,898,204,Acridotheres tristis,COMY,Passeriformes,Sturnidae,,,,,,,,,,,,,,
American Dipper,900,17,Cinclus mexicanus,AMDI,Passeriformes,Cinclidae,,,,,,,,,,,,,,
Eastern Bluebird,902,233,Sialia sialis,EABL,Passeriformes,Turdidae,,,Low,0.1,5000.0,,0.266,0.2,Y,Y,http://oldbird.org/pubs/fcmb/species/thrushes/eabl/eabl.htm,"['media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10871.68_10872.0_display.jpg', 'media/EABL/spectrograms/BERI1-20190903_202700_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16008.582_16008.751_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12616.32_12616.351999999999_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14538.389_14538.698999999999_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11058.048_11058.325_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11416.832_11417.108999999999_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10454.571_10454.837_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10446.965_10447.243_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10521.108999999999_10521.396999999999_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10455.466999999999_10455.499_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14498.271999999999_14498.571000000002_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12717.44_12717.749_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14478.303999999998_14478.624_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14465.258999999998_14465.536_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12896.427_12896.533000000001_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_21405.259_21405.525_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14503.264_14503.583999999999_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_13414.133_13414.464_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16585.333_16585.631999999998_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14486.965_14487.253_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10708.704_10709.024_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12889.205_12889.376_display.jpg', 'media/EABL/spectrograms/SCST2_20150830_202900_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_26625.738999999998_26625.984_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_18393.397_18393.483_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12903.531_12903.819_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_205.55700000000002_205.78099999999998_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14466.431999999999_14466.763_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12630.027_12630.059_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_20166.496_20166.784_display.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10478.987_10479.264000000001_display.jpg']","['media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10871.68_10872.0.jpg', 'media/EABL/spectrograms/BERI1-20190903_202700_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16008.582_16008.751.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12616.32_12616.351999999999.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14538.389_14538.698999999999.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11058.048_11058.325.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11416.832_11417.108999999999.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10454.571_10454.837.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10446.965_10447.243.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10521.108999999999_10521.396999999999.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10455.466999999999_10455.499.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14498.271999999999_14498.571000000002.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12717.44_12717.749.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14478.303999999998_14478.624.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14465.258999999998_14465.536.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12896.427_12896.533000000001.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_21405.259_21405.525.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14503.264_14503.583999999999.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_13414.133_13414.464.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16585.333_16585.631999999998.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14486.965_14487.253.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10708.704_10709.024.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12889.205_12889.376.jpg', 'media/EABL/spectrograms/SCST2_20150830_202900_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_26625.738999999998_26625.984.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_18393.397_18393.483.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12903.531_12903.819.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_205.55700000000002_205.78099999999998.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14466.431999999999_14466.763.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12630.027_12630.059.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_20166.496_20166.784.jpg', 'media/EABL/spectrograms/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10478.987_10479.264000000001.jpg']","['media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10871.68_10872.0.wav', 'media/EABL/audio/BERI1-20190903_202700_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16008.582_16008.751.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12616.32_12616.351999999999.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14538.389_14538.698999999999.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11058.048_11058.325.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_11416.832_11417.108999999999.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10454.571_10454.837.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10446.965_10447.243.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10521.108999999999_10521.396999999999.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10455.466999999999_10455.499.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14498.271999999999_14498.571000000002.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12717.44_12717.749.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14478.303999999998_14478.624.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14465.258999999998_14465.536.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12896.427_12896.533000000001.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_21405.259_21405.525.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14503.264_14503.583999999999.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_13414.133_13414.464.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_16585.333_16585.631999999998.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14486.965_14487.253.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10708.704_10709.024.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12889.205_12889.376.wav', 'media/EABL/audio/SCST2_20150830_202900_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_26625.738999999998_26625.984.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_18393.397_18393.483.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12903.531_12903.819.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_205.55700000000002_205.78099999999998.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_14466.431999999999_14466.763.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_12630.027_12630.059.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_20166.496_20166.784.wav', 'media/EABL/audio/BRIS1_20170908_201800_PASSERIFORMES_TURDIDAE_SIALIA_SIALIS_EABL_10478.987_10479.264000000001.wav']"
Western Bluebird,903,667,Sialia mexicana,WEBL,Passeriformes,Turdidae,,,,,,,,,,,,,,
Mountain Bluebird,904,432,Sialia currucoides,MOBL,Passeriformes,Turdidae,,,,,,,,,Y,Y,http://oldbird.org/pubs/fcmb/species/thrushes/mobl/mobl.htm,,,
Townsend's Solitaire,905,640,Myadestes townsendi,TOSO,Passeriformes,Turdidae,,,,,,,,,,,,,,
Omao,910,471,Myadestes obscurus,OMAO,Passeriformes,Turdidae,,,,,,,,,,,,,,
Puaiohi,911,506,Myadestes palmeri,PUAI,Passeriformes,Turdidae,,,,,,,,,,,,,,
